t_ms,x,y
5670,1041.12,657.11
5675,1041.12,657.11
5680,1041.12,657.11
5685,1041.12,657.11
5690,1041.12,657.11
5695,1041.12,657.11
5700,1041.12,657.11
5704,1041.12,657.11
5709,1041.12,657.11
5714,1041.12,657.11
5718,1041.12,657.11
5723,1041.12,657.11
5727,1041.12,657.11
5732,1041.12,657.11
5737,1041.12,657.11
5742,1041.12,657.11
5747,1041.12,657.11
5752,1041.12,657.11
5756,1041.12,657.11
5761,1041.12,657.11
5765,1041.12,657.11
5770,1041.12,657.11
5774,1041.12,657.11
5779,1041.12,657.11
5784,1041.12,657.11
5789,1041.12,657.11
5794,1041.12,657.11
5799,1041.12,657.11
5803,1041.12,657.11
5808,1041.12,657.11
5813,1041.12,657.11
5818,1041.12,657.11
5823,1041.12,657.11
5827,1041.12,657.11
5832,1041.12,657.11
5837,1041.12,657.11
5842,1041.12,657.11
5847,1041.12,657.11
5852,1041.12,657.11
5857,1041.12,657.11
5862,1041.12,657.11
5867,1041.12,657.11
5872,1041.12,657.11
5877,1041.12,657.11
5882,1041.12,657.11
5887,1041.12,657.11
5891,1041.12,657.11
5896,1041.12,657.11
5901,1041.12,657.11
5906,1041.12,657.11
5911,1041.12,657.11
5916,1041.12,657.11
5921,1041.12,657.11
5926,1041.12,657.11
5931,1041.12,657.11
5936,1041.12,657.11
5940,1041.12,657.11
5944,1041.12,657.11
5949,1041.12,657.11
5954,1041.12,657.11
5959,1041.12,657.11
5963,1041.12,657.11
5968,1041.12,657.11
5973,1041.12,657.11
5978,1041.12,657.11
5983,1041.12,657.11
5988,1041.12,657.11
5992,1041.12,657.11
5997,1041.12,657.11
6002,1041.12,657.11
6007,1041.12,657.11
6012,1041.12,657.11
6017,1041.12,657.11
6022,1041.12,657.11
6026,1041.12,657.11
6031,1041.12,657.11
6036,1041.12,657.11
6041,1041.12,657.11
6046,1041.12,657.11
6051,1041.12,657.11
6056,1041.12,657.11
6061,1041.12,657.11
6066,1041.12,657.11
6070,1041.12,657.11
6074,1041.12,657.11
6079,1041.12,657.11
6084,1041.12,657.11
6088,1041.12,657.11
6093,1041.12,657.11
6098,1041.12,657.11
6103,1041.12,657.11
6108,1041.12,657.11
6113,1041.12,657.11
6117,1041.12,657.11
6122,1041.12,657.11
6126,1041.12,657.11
6131,1041.12,657.11
6136,1041.12,657.11
6141,1041.12,657.11
6145,1041.12,657.11
6150,1041.12,657.11
6154,1041.12,657.11
6159,1041.12,657.11
6164,1041.12,657.11
6168,1041.12,657.11
6173,1041.12,657.11
6178,1041.12,657.11
6183,1041.12,657.11
6188,1041.12,657.11
6193,1041.12,657.11
6198,1041.12,657.11
6203,1041.12,657.11
6208,1041.12,657.11
6212,1041.12,657.11
6217,1041.12,657.11
6222,1041.12,657.11
6227,1041.12,657.11
6232,1041.12,657.11
6237,1041.12,657.11
6242,1041.12,657.11
6247,1041.12,657.11
6251,1041.12,657.11
6256,1041.12,657.11
6261,1041.12,657.11
6266,1041.12,657.11
6271,1041.12,657.11
6275,1041.12,657.11
6280,1041.12,657.11
6285,1041.12,657.11
6290,1041.12,657.11
6295,1041.12,657.11
6299,1041.12,657.11
6304,1041.12,657.11
6309,1041.12,657.11
6314,1041.12,657.11
6318,1041.12,657.11
6323,1041.12,657.11
6328,1041.12,657.11
6333,1041.12,657.11
6338,1041.12,657.11
6343,1041.12,657.11
6348,1041.12,657.11
6353,1041.12,657.11
6357,1041.12,657.11
6362,1041.12,657.11
6367,1041.12,657.11
6372,1041.12,657.11
6377,1041.12,657.11
6381,1041.12,657.11
6386,1041.12,657.11
6391,1041.12,657.11
6396,1041.12,657.11
6401,1041.12,657.11
6406,1041.12,657.11
6411,1041.12,657.11
6416,1041.12,657.11
6421,1041.12,657.11
6426,1041.12,657.11
6431,1041.12,657.11
6435,1041.12,657.11
6440,1041.12,657.11
6445,1041.12,657.11
6450,1041.12,657.11
6455,1041.12,657.11
6460,1041.12,657.11
6465,1041.12,657.11
6470,1041.12,657.11
6475,1041.12,657.11
6480,1041.12,657.11
6485,1041.12,657.11
6490,1041.12,657.11
6495,1041.12,657.11
6500,1041.12,657.11
6505,1041.12,657.11
6510,1041.12,657.11
6515,1041.12,657.11
6520,1041.12,657.11
6525,1041.12,657.11
6530,1041.12,657.11
6535,1041.12,657.11
6540,1041.12,657.11
6545,1041.12,657.11
6550,1041.12,657.11
6554,1041.12,657.11
6559,1041.12,657.11
6563,1041.12,657.11
6568,1041.12,657.11
6573,1041.12,657.11
